PCA_X,PCA_Y,Cluster_PCA,id,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Cluster
0.19482057021907703,1.3907280767822339,2,101,9,4,4309.82,4,1,2,412,7.0,2_Medium,0
-0.5836654381731099,-0.35913292167748695,0,102,43,7,6659.219999999999,3,3,3,333,9.0,1_High,2
0.284738069484182,-0.1549004411082156,0,103,50,5,4909.84,2,2,2,222,6.0,2_Medium,2
-1.1433647497628436,-0.9676959157951918,0,104,65,9,8985.64,2,4,4,244,10.0,1_High,2
0.5237618576267373,-0.6336844361909613,0,105,90,4,6234.35,1,1,3,113,5.0,2_Medium,2
0.5601725915390702,2.9355030193272817,2,106,2,3,2906.16,4,1,1,411,6.0,2_Medium,0
1.1915337471428304,-0.24127979538862343,1,107,82,4,3345.1000000000004,2,1,1,211,4.0,3_Low,1
0.8836639845178484,1.4731623348757716,1,108,11,3,3556.66,4,1,1,411,6.0,2_Medium,1
-2.1225261717132766,0.46836124431404386,2,109,9,10,10661.51,4,4,4,444,12.0,1_High,0
-1.0989732465910549,0.40041633070559013,2,110,15,7,7788.71,4,3,3,433,10.0,1_High,0
0.9603218153397669,-0.9043315503597664,0,111,148,4,4873.06,1,1,2,112,4.0,3_Low,2
-0.674165674606901,-0.526873968890127,0,112,48,6,9059.890000000001,2,2,4,224,8.0,2_Medium,2
0.3222224494905465,-1.2994875718593555,0,113,176,6,5412.970000000001,1,2,2,122,5.0,2_Medium,2
1.1832767001618625,-0.10902385356447405,1,114,71,4,3233.0,2,1,1,211,4.0,3_Low,1
-1.3731812577212636,0.29495464672934263,2,115,15,8,8398.18,4,4,4,444,12.0,1_High,0
-0.977849343969983,0.6103562475055683,2,116,13,8,5663.92,4,4,2,442,10.0,1_High,0
-2.463170854359443,0.6959250584272544,2,117,6,10,12856.83,4,4,4,444,12.0,1_High,0
0.3034484024252026,-0.46411041686234544,0,118,70,5,5319.51,2,2,2,222,6.0,2_Medium,2
0.3795036951600797,0.3070263039245749,0,119,31,4,5217.66,3,1,2,312,6.0,2_Medium,2
1.8276855410738821,-0.428535229225913,1,120,130,3,3118.34,1,1,1,111,3.0,3_Low,1
1.0035128262848225,-0.621438816376034,1,121,112,4,4327.44,1,1,2,112,4.0,3_Low,1
-0.5885911135481234,1.0662113722952764,2,122,9,5,6533.39,4,2,3,423,9.0,1_High,0
0.9421837123201662,-1.158396109983397,0,123,192,4,5337.79,1,1,2,112,4.0,3_Low,2
-1.685610489139066,1.6527610222472662,2,124,3,7,8272.15,4,3,4,434,11.0,1_High,0
-0.947545815835994,-1.1051149390343349,0,125,84,10,7107.319999999999,2,4,3,243,9.0,1_High,2
0.9464678512022093,1.4196325058366372,1,126,12,3,3448.12,4,1,1,411,6.0,2_Medium,1
-1.7286934923160702,-0.2782845223760022,0,127,24,10,9949.619999999999,3,4,4,344,11.0,1_High,2
1.2525694956614748,-0.7050057880452998,1,128,138,4,3679.75,1,1,1,111,3.0,3_Low,1
1.2178753574690482,-0.9664771369030989,1,129,179,4,4090.48,1,1,1,111,3.0,3_Low,1
2.1578617644904527,0.1571595988637805,1,130,77,2,3340.42,2,1,1,211,4.0,3_Low,1
-0.16468574332734492,-1.670142673926541,0,131,206,6,8745.28,1,2,4,124,7.0,2_Medium,2
-1.0201167750229265,1.0073930187886266,2,132,8,6,7365.929999999999,4,2,3,423,9.0,1_High,0
0.578279834916655,0.5608358454886605,1,133,27,5,3164.55,3,2,1,321,6.0,2_Medium,1
-0.7872835194349068,0.5199467188757014,2,134,15,6,7170.950000000001,4,2,3,423,9.0,1_High,0
-0.29692820591274216,-1.1655302452062342,0,135,116,7,6860.460000000001,1,3,3,133,7.0,2_Medium,2
-1.391775593877057,-0.031265830543283406,2,136,21,8,9406.85,3,4,4,344,11.0,1_High,0
0.4748299964532656,0.47932075605134344,0,137,28,5,3507.05,3,2,1,321,6.0,2_Medium,2
-0.11279434133143029,-0.5346071627864899,0,138,65,7,4927.35,2,3,2,232,7.0,2_Medium,2
-1.6160449643634012,-0.35358896412370505,0,139,27,9,10638.89,3,4,4,344,11.0,1_High,2
-1.2860147497274121,1.540708009694123,2,140,4,6,7649.34,4,2,3,423,9.0,1_High,0
1.6005599674024362,-0.7281824908414745,1,141,160,3,4053.9800000000005,1,1,1,111,3.0,3_Low,1
-2.6236143499568887,0.8089081135916916,2,142,5,11,12474.74,4,4,4,444,12.0,1_High,0
0.2427771139744415,0.9953586773041324,2,143,14,4,4689.21,4,1,2,412,7.0,2_Medium,0
-0.9370358991138046,-0.14828917708496783,0,145,29,7,8149.19,3,3,3,333,9.0,1_High,2
3.047578447096269,-0.31460802704228397,1,146,195,2,1973.29,1,1,1,111,3.0,3_Low,1
-0.647626249676074,-0.21650208552546812,0,147,35,6,8079.089999999999,3,2,3,323,8.0,2_Medium,2
0.05505130499609654,-0.13891776392625887,0,148,44,5,5808.83,3,2,2,322,7.0,2_Medium,2
-0.698582651721612,0.3371636887732533,2,149,19,6,7091.7300000000005,4,2,3,423,9.0,1_High,0
1.0751156367521004,-0.22260915676276197,1,150,76,4,3630.96,2,1,1,211,4.0,3_Low,1
-2.740510338041573,2.2287681131318577,2,151,1,8,13047.539999999999,4,4,4,444,12.0,1_High,0
2.534342765532914,-0.3559037341179239,1,152,159,2,2941.37,1,1,1,111,3.0,3_Low,1
-0.6287852628312546,-0.7698931086535891,0,153,65,7,7808.16,2,3,3,233,8.0,2_Medium,2
0.14974062363403795,0.5033792790386721,0,154,24,6,3558.3100000000004,3,2,1,321,6.0,2_Medium,2
0.6848875941468747,1.5720224416018156,2,155,9,3,4008.51,4,1,1,411,6.0,2_Medium,0
-0.04523487467756209,0.7133907182370385,2,156,17,5,4831.58,4,2,2,422,8.0,2_Medium,0
1.6627146681851666,-0.5041981695378664,1,157,136,4,2541.39,1,1,1,111,3.0,3_Low,1
-0.3171788321136949,-0.6648182730451366,0,158,66,6,7221.049999999999,2,2,3,223,7.0,2_Medium,2
-0.10775049063405655,-0.5835221063555016,0,159,67,6,6016.320000000001,2,2,2,222,6.0,2_Medium,2
2.3335342264098977,0.04887993867701749,1,160,94,2,3024.58,1,1,1,111,3.0,3_Low,1
4.5753234861835885,0.46723280473206025,1,161,160,1,1148.64,1,1,1,111,3.0,3_Low,1
1.6704344087713088,-0.24298997874419967,1,162,99,3,3317.47,1,1,1,111,3.0,3_Low,1
2.3748659938664813,-0.12268595107347406,1,163,115,2,3089.24,1,1,1,111,3.0,3_Low,1
2.175759924201437,-0.671886108121517,1,164,199,3,2583.85,1,1,1,111,3.0,3_Low,1
-1.8890284456095119,0.5593890019117984,2,165,9,9,9893.75,4,4,4,444,12.0,1_High,0
-1.0710716656007957,-0.9373555052371593,0,166,64,8,9737.72,2,4,4,244,10.0,1_High,2
-1.7236734876488315,0.1523997218969613,2,167,15,9,9888.61,4,4,4,444,12.0,1_High,0
2.050787937577853,0.37238076152896565,1,169,62,3,2065.08,2,1,1,211,4.0,3_Low,1
0.9892697867180811,-0.5303099378039374,1,170,101,4,4254.3099999999995,1,1,2,112,4.0,3_Low,1
-1.644787546391352,-0.03485880216972205,2,171,19,9,9865.38,4,4,4,444,12.0,1_High,0
-1.6575237616130396,0.37601943492139683,2,172,12,8,10150.14,4,4,4,444,12.0,1_High,0
-2.097447716355433,-0.07898286607636981,2,173,16,9,14061.48,4,4,4,444,12.0,1_High,0
-2.2427868039268106,0.14185623973870454,2,174,12,10,12893.57,4,4,4,444,12.0,1_High,0
0.1431223144488469,-0.4672347076518845,0,175,65,5,6008.03,2,2,2,222,6.0,2_Medium,2
-0.3196977198017286,0.3027851510953728,0,176,23,5,6733.150000000001,3,2,3,323,8.0,2_Medium,2
-2.033241297275512,-0.824380098805334,0,177,38,12,11826.340000000002,3,4,4,344,11.0,1_High,2
0.845890207864029,0.4606532020638703,1,178,33,4,3504.09,3,1,1,311,5.0,2_Medium,1
1.4374562993236675,0.4832489083443744,1,179,41,3,3168.84,3,1,1,311,5.0,2_Medium,1
-1.1968201326491439,0.5665209829993676,2,180,12,7,7970.57,4,3,3,433,10.0,1_High,0
-0.12811048382061713,-0.33512886236098477,0,181,51,6,5663.900000000001,2,2,2,222,6.0,2_Medium,2
-1.31746086764778,0.36594069161214776,2,182,14,7,9279.01,4,3,4,434,11.0,1_High,0
0.043766951057448426,-0.9205292149686362,0,183,103,6,5947.9800000000005,1,2,2,122,5.0,2_Medium,2
1.183232397022627,0.5723067927752205,1,184,33,3,3734.88,3,1,1,311,5.0,2_Medium,1
-1.4569878085385002,0.7195550395850937,2,185,9,7,9254.28,4,3,4,434,11.0,1_High,0
-0.3486503932193435,0.2761186879585767,0,186,24,6,5550.85,3,2,2,322,7.0,2_Medium,2
-0.962984710099699,0.4624255446321613,2,187,15,7,6898.79,4,3,3,433,10.0,1_High,0
-0.3902070028594999,0.6400632351867033,2,188,16,6,5126.070000000001,4,2,2,422,8.0,2_Medium,0
-1.1625906076192587,1.5702619520318963,2,189,4,5,8633.69,4,2,4,424,10.0,1_High,0
0.9586177553062522,0.6020601733126144,1,190,30,4,3083.07,3,1,1,311,5.0,2_Medium,1
4.527220768594147,0.8341130011866542,1,191,106,1,1065.03,1,1,1,111,3.0,3_Low,1
1.030005888852701,-0.2916166103954476,1,192,80,4,3836.29,2,1,1,211,4.0,3_Low,1
-0.39384653436877654,0.19023417715881305,0,193,25,5,7368.359999999999,3,2,3,323,8.0,2_Medium,2
1.407197189873765,-0.4538943927812147,1,194,109,3,4313.530000000001,1,1,2,112,4.0,3_Low,1
-2.5008508443077893,2.3184760691737143,2,195,1,7,12479.46,4,3,4,434,11.0,1_High,0
-0.3230373613725805,-1.381519669667653,0,196,147,8,6346.610000000001,1,4,3,143,8.0,2_Medium,2
-1.346931209125787,-0.26521932519256747,0,197,28,9,8456.02,3,4,4,344,11.0,1_High,2
-1.465547576531371,-1.0231491522494585,0,198,59,9,11648.85,2,4,4,244,10.0,1_High,2
0.3767653654170603,0.9303577484745843,2,199,16,4,4323.860000000001,4,1,2,412,7.0,2_Medium,0
-2.057713767887123,0.5936967786138658,2,200,8,9,11117.359999999999,4,4,4,444,12.0,1_High,0
-1.2587592027297703,-0.2754172898099372,0,201,29,8,9167.38,3,4,4,344,11.0,1_High,2
1.449795938550321,1.2151930245852076,1,202,19,3,2511.82,4,1,1,411,6.0,2_Medium,1
-0.04664712047706334,1.0416640865975677,2,203,12,5,4376.26,4,2,2,422,8.0,2_Medium,0
-1.5186925119561834,-0.36080602517835364,0,204,28,8,11444.0,3,4,4,344,11.0,1_High,2
-0.9139740350883737,-0.6703624982404846,0,205,53,9,6904.879999999999,2,4,3,243,9.0,1_High,2
0.5911293922877836,-0.46783083312110196,0,206,78,4,5633.8099999999995,2,1,2,212,5.0,2_Medium,2
1.677042379991323,-1.2217707712712162,1,207,280,3,4448.26,1,1,2,112,4.0,3_Low,1
0.04223317512524714,0.2820615639915117,0,208,28,5,5158.9800000000005,3,2,2,322,7.0,2_Medium,2
0.29107205513024187,-0.8792504493371012,0,209,108,5,6093.4800000000005,1,2,3,123,6.0,2_Medium,2
-0.8795164042230769,0.07424029945836517,0,210,23,6,8805.199999999999,3,2,4,324,9.0,1_High,2
-1.428087791230777,-0.6390455429153524,0,211,40,9,10073.76,3,4,4,344,11.0,1_High,2
2.8025356214461032,-0.39182222054785804,1,212,188,2,2429.8,1,1,1,111,3.0,3_Low,1
-2.1497278948114658,-0.6350074812136111,0,213,29,11,13555.559999999998,3,4,4,344,11.0,1_High,2
-0.302796496762361,-0.5198176656249377,0,214,57,6,6834.46,2,2,3,223,7.0,2_Medium,2
-1.8110770487570944,1.34345620054724,2,215,4,8,8485.16,4,4,4,444,12.0,1_High,0
-0.2559605576001577,0.617302222182074,2,216,17,5,5830.97,4,2,2,422,8.0,2_Medium,0
-2.0764694320674217,1.0117186049043787,2,217,5,8,11465.249999999998,4,4,4,444,12.0,1_High,0
0.06271998121404988,0.8808125205866467,2,218,15,5,4232.68,4,2,2,422,8.0,2_Medium,0
-0.7927394482242135,-0.40949155859349146,0,219,41,7,7915.570000000001,3,3,3,333,9.0,1_High,2
-0.8105609150463293,0.4483866693658693,2,220,16,6,7458.6900000000005,4,2,3,423,9.0,1_High,0
-0.6398762604953376,0.3639331302742171,2,221,19,6,6729.84,4,2,3,423,9.0,1_High,0
2.00812675070767,1.3158373157183447,1,222,21,2,2626.81,3,1,1,311,5.0,2_Medium,1
-0.9499128932378125,-0.7235897463624102,0,223,53,7,9805.5,2,3,4,234,9.0,1_High,2
-1.275854671027605,2.199902308748418,2,224,2,6,6209.46,4,2,3,423,9.0,1_High,0
1.716911629559826,0.6824332983572207,1,225,38,3,2416.13,3,1,1,311,5.0,2_Medium,1
3.0901989767950804,0.18721569151054118,1,226,117,2,1639.95,1,1,1,111,3.0,3_Low,1
-0.05925842440418838,0.27012570676227654,0,227,27,5,5589.129999999999,3,2,2,322,7.0,2_Medium,2
0.3685370782471485,-0.5366203331774866,0,228,78,5,5178.17,2,2,2,222,6.0,2_Medium,2
0.4533026304216726,-0.2658182647829707,0,229,61,5,4473.07,2,2,2,222,6.0,2_Medium,2
-1.9114645416896923,-0.7564223769808371,0,230,37,11,11755.6,3,4,4,344,11.0,1_High,2
0.48111241739119587,-0.019326068701228428,0,231,46,4,5338.64,2,1,2,212,5.0,2_Medium,2
0.5555260016997655,-0.9903963008118956,0,232,142,6,4132.44,1,2,1,121,4.0,3_Low,2
-0.37227044975044865,0.5370157476404449,2,233,18,6,5218.62,4,2,2,422,8.0,2_Medium,0
-2.120222865678863,0.1977439907402982,2,234,12,10,11557.990000000002,4,4,4,444,12.0,1_High,0
-2.498247263079354,1.3484633137691375,2,235,3,11,9629.609999999999,4,4,4,444,12.0,1_High,0
-0.10855727663970254,1.4897156418351163,2,236,7,4,5255.34,4,1,2,412,7.0,2_Medium,0
-1.0043046312062185,-0.09190789866912596,0,237,27,8,7156.79,3,4,3,343,10.0,1_High,2
0.33896290853622646,-0.8574127691134705,0,238,108,5,5838.6,1,2,2,122,5.0,2_Medium,2
-2.6790252348213603,1.6195087104686792,2,239,2,9,12986.13,4,4,4,444,12.0,1_High,0
0.046434595324426196,-0.7813527900501928,0,240,89,6,5689.53,1,2,2,122,5.0,2_Medium,2
0.8595273659002485,0.11303638270992836,1,241,48,4,3855.8700000000003,2,1,1,211,4.0,3_Low,1
-0.3988547602646039,-1.33402642493178,0,242,132,7,7798.249999999999,1,3,3,133,7.0,2_Medium,2
-0.49992749652775836,-0.8688667784325185,0,243,75,6,8818.380000000001,2,2,4,224,8.0,2_Medium,2
0.7630848339685263,-1.2547042531132018,0,244,195,4,6290.66,1,1,3,113,5.0,2_Medium,2
-0.13724625651672645,0.9247649876508578,2,245,13,5,4855.259999999999,4,2,2,422,8.0,2_Medium,0
-1.5036437613176497,-0.3366784527379385,0,246,28,9,9724.980000000001,3,4,4,344,11.0,1_High,2
-0.7025977367074016,-1.3257671492291565,0,247,113,7,9778.369999999999,1,3,4,134,8.0,2_Medium,2
-0.5399967536052696,-1.419607404576823,0,248,135,7,8902.159999999998,1,3,4,134,8.0,2_Medium,2
-0.8900689668637928,-0.5658872999189898,0,249,48,9,6569.139999999999,2,4,3,243,9.0,1_High,2
-1.1195879856712585,-0.3244909975685954,0,250,32,7,9866.27,3,3,4,334,10.0,1_High,2
0.925363064452078,0.3391373099907727,1,251,39,4,3425.0,3,1,1,311,5.0,2_Medium,1
0.21879971768843237,-0.4032138862185949,0,252,63,5,5565.48,2,2,2,222,6.0,2_Medium,2
0.5328914572790655,0.9230331504300452,1,253,18,5,2932.3900000000003,4,2,1,421,7.0,2_Medium,1
-1.024441327913229,-0.5379010614078277,0,254,42,7,9801.07,3,3,4,334,10.0,1_High,2
-2.159538064981216,-1.2812874502706242,0,255,58,12,14949.91,2,4,4,244,10.0,1_High,2
-1.1756333201841223,2.8734374638450606,2,256,1,5,5861.16,4,2,2,422,8.0,2_Medium,0
-0.007147704750205959,-0.8740275633487963,0,257,93,5,7616.05,1,2,3,123,6.0,2_Medium,2
-0.005830825236934158,0.6263245294988725,2,258,19,5,4816.4,4,2,2,422,8.0,2_Medium,0
0.32280916308829016,0.37729095474215135,0,259,28,4,5329.94,3,1,2,312,6.0,2_Medium,2
-1.7302596391207736,0.6317857578475635,2,260,9,9,8587.0,4,4,4,444,12.0,1_High,0
-1.240410524702124,-0.7828888361782261,0,261,51,9,9137.669999999998,2,4,4,244,10.0,1_High,2
-0.1299588762059469,1.085842553295767,2,262,11,5,4597.37,4,2,2,422,8.0,2_Medium,0
-0.7468814986658812,-0.5175535775523887,0,263,47,7,7902.84,2,3,3,233,8.0,2_Medium,2
0.5027951047096131,-0.03639085904409794,0,264,49,5,4018.37,2,2,1,221,5.0,2_Medium,2
0.7766859298928646,-0.407127608103767,0,265,80,4,4809.14,2,1,2,212,5.0,2_Medium,2
0.6451384168295985,0.3691126863882154,1,266,33,4,4191.43,3,1,1,311,5.0,2_Medium,1
0.6667949390808247,-0.33113860463175965,0,268,70,4,5104.5599999999995,2,1,2,212,5.0,2_Medium,2
0.6099149115422337,-1.1567031588819896,0,269,169,5,5215.37,1,2,2,122,5.0,2_Medium,2
-1.246416714062386,0.9267993952538848,2,270,8,7,7413.61,4,3,3,433,10.0,1_High,0
2.8922363089864396,-0.42341049160493466,1,271,203,2,2293.0200000000004,1,1,1,111,3.0,3_Low,1
