id,p_benchmark,incentive,net_revenue
1092,0.9619133025158859,1716.3440860215053,387322.5488916045
107902,0.9840916867277462,1389.1935483870968,207242.491473584
95885,0.9981218994138178,331.55913978494624,199661.68348053913
39877,0.8816240063666347,229.46236559139786,83392.8499841819
25883,0.9685912351456104,1116.236559139785,384636.9223683372
70482,0.9369236886406954,141.18279569892474,30673.34679422762
65304,0.9796949791895243,1292.47311827957,317375.96295250335
99414,0.9746898774932414,1810.3763440860216,168806.11898209233
27474,0.9983477138232518,1596.0752688172042,325306.14324228594
98278,0.7743401487978672,1710.967741935484,78694.60843902396
16995,0.9865889532928511,717.2043010752689,376528.93874239526
68226,0.9734215427477075,941.9354838709678,309672.2593418701
65091,0.9896467267942142,746.2903225806451,91766.38588950511
29593,0.8942263656719943,861.9354838709678,51036.5268804762
88341,0.927414279291204,1571.505376344086,479073.92679499014
31953,0.9236780976647347,1046.8817204301076,192050.697101804
13167,0.9580579600203012,1328.8709677419356,92264.07950676719
65261,0.9826722069050426,1631.4516129032259,170061.71841975697
72003,0.5659336753505806,1822.258064516129,97252.22710474925
61881,0.8956252131927562,898.3870967741935,51282.914262564016
83232,0.8072060217934652,261.1290322580645,35255.95589124294
29277,0.9931492941975225,1267.0967741935483,246192.23022006775
13286,0.9347659888592049,404.6774193548387,137782.5306608516
88023,0.9737104818824575,1594.4086021505377,94053.78713339762
55744,0.8872080002429305,818.2258064516129,115590.91300588209
49179,0.975125986979033,1145.5913978494623,240620.90465254325
58278,0.5597259602484659,1505.3763440860216,10695.343783939947
52263,0.4698766183266988,174.3548387096774,115965.32408581479
46545,0.9808148910700653,1151.505376344086,131047.22346633466
43748,0.9815456038414422,1512.9032258064517,469249.52196323016
92274,0.913720007255748,1562.0430107526881,297477.40003652667
100927,0.8406905161289592,1576.8279569892472,16769.895903864675
42008,0.9760938968297881,1394.6236559139786,94127.04923626049
41577,0.9747783204726155,1021.0752688172043,311949.5744050543
63336,0.9834692431463689,1455.1075268817206,507186.204616347
108065,0.9951121053517809,1384.784946236559,209560.21081429854
73983,0.9990707850428943,719.516129032258,164547.24928042793
72233,0.9917319845747977,268.9247311827957,43866.46836264609
31432,0.9707007107996903,298.27956989247315,73137.02558842606
95133,0.9509802075414933,952.5806451612904,90166.96559156706
70464,0.9870566093747217,168.9784946236559,103681.5407981062
32606,0.9040778642246209,742.258064516129,149403.66882386277
19746,0.9958581549080023,641.8817204301075,161446.20930662338
99492,0.9772438654972201,1334.3010752688172,428335.3945435367
13799,0.9919503318002103,553.7096774193549,604598.8416338487
46391,0.9560385270775014,1465.1075268817206,92240.11227835622
20688,0.9767680818106517,832.3118279569893,702739.1685930163
7578,0.6801989192166926,1493.8172043010752,13329.781344692872
2173,0.9905260031796949,1476.0752688172042,246685.2816489016
84494,0.854124164467375,330.48387096774195,14535.6689978201
44761,0.9805057380829246,585.1612903225806,87831.30649334157
111951,0.6325255890429896,1636.2903225806451,12178.988520748819
28603,0.9969544174020866,645.4301075268818,126232.46886691368
100100,0.8616196811429699,228.70967741935485,12828.922070773995
51907,0.9811397704700514,1821.3440860215053,245084.7765735996
63391,0.9792513688462272,775.9139784946236,96300.60846317545
102102,0.8108947762079255,732.4731182795699,163124.18465980582
2994,0.997690127572405,991.8279569892474,132196.45237610122
98030,0.9630012934841437,323.44086021505376,16320.093909076215
38102,0.9253588264198934,131.93548387096774,122430.7288430988
78733,0.9920675069784105,1327.9032258064517,284025.947922876
89889,0.8803231278688931,1728.763440860215,354357.0705837531
35873,0.8898488855897626,1629.731182795699,153841.79247135698
75871,0.9579271555207478,836.1827956989248,230953.03600266486
81683,0.9539906722649542,666.9354838709678,223822.7903748774
2757,0.9916393717055946,835.5376344086021,312113.524626713
110506,0.6824667374328249,1756.2903225806451,91530.29937730223
71110,0.991231418998805,388.76344086021504,49433.67673222916
96485,0.982283155591623,1260.3225806451612,57253.5584855859
9828,0.9682002495789775,813.9247311827958,126150.8089566328
55915,0.9902733815855901,521.0752688172043,392643.28391942143
47164,0.9957635363582058,1170.5913978494623,208386.91811478828
93743,0.90336620587948,763.6021505376344,182713.06237109227
36834,0.9294213908850925,1252.2043010752689,300651.7138860885
3403,0.9928399516248702,975.9677419354839,131402.76967178757
7615,0.9342093769538459,811.8279569892474,53076.50532677646
8398,0.996896485867074,370.86021505376345,332214.0778220743
91110,0.986406072330465,12.096774193548388,7008.4837043669495
102235,0.9893476598629289,774.3548387096774,128244.78352940103
20498,0.9744443723491498,250.6451612903226,95623.04859603506
50073,0.9698864619788369,336.23655913978496,283993.7425839253
51001,0.9643989820660295,80.80645161290323,37038.38065350572
85244,0.7205579216917678,1300.3763440860216,69030.66653144141
49882,0.9945783284197979,528.763440860215,87478.65417751601
17992,0.998082869511441,381.7204301075269,335374.3745274996
35256,0.8377179631699332,1785.483870967742,273106.4606203487
41381,0.9576973608313254,1662.52688172043,92496.94671889607
87723,0.9987543571437608,809.247311827957,240028.9965030621
101180,0.7878863906610909,88.9247311827957,132418.91790055434
5267,0.9888088063916746,1573.7096774193549,100922.52117389934
43280,0.9974375390928382,658.3333333333334,91010.85390596313
4,0.9528096482726589,342.5806451612903,192569.51001087727
50527,0.9976630352887415,1756.1290322580646,325533.4591801824
108532,0.9937409444123465,1395.9139784946237,133675.8598359641
52480,0.9371527842992753,91.18279569892474,175173.06832189165
6842,0.9349979549465951,1510.8602150537636,232891.15171725376
14949,0.9837249894287613,358.01075268817203,78641.90482849858
33372,0.992990667386998,434.3010752688172,214465.49360754318
77898,0.9100298194337625,1324.1397849462367,260403.96482351495
92955,0.974805985481476,551.2903225806451,187854.9428610135
27985,0.995165429324279,413.2258064516129,50438.59901524064
69767,0.9905754793230203,637.4193548387096,54725.038923371394
42713,0.9870991430599341,553.010752688172,19025.863774552836
103202,0.9889536297672279,81.12903225806451,67762.08966985777
5010,0.992712465874192,313.7096774193548,16668.975218430875
99788,0.8966026516543625,1410.215053763441,154634.46397172532
110008,0.790741422125425,462.741935483871,649240.0679397422
106584,0.9947873697726948,1347.1505376344087,58072.003326353864
22917,0.9641577120633834,41.12903225806452,14436.699665498558
84965,0.9781042605777465,1811.1290322580646,206857.43215439917
91856,0.9555058478267875,250.91397849462365,93799.99649271491
75977,0.9977753418744816,909.4086021505376,168387.99571462345
25175,0.6627281124260354,1064.247311827957,237207.3805975462
66416,0.9906612430505399,174.7311827956989,62763.04633032555
78864,0.9435386068197206,1278.0645161290322,54961.880797272555
78513,0.9955873434134302,1787.0430107526881,210568.1190386762
87163,0.929413494084669,992.5806451612904,18860.316221689405
25414,0.9294379955412361,1517.2043010752689,18746.648717812037
85503,0.9823733254715967,167.8494623655914,192968.92433151728
55382,0.9821376068386669,735.9139784946236,90914.99604598637
61898,0.9951640293397259,468.81720430107526,185489.5106604334
50591,0.992155195497428,1672.9032258064517,57946.681119652836
27927,0.9883157135040836,1620.3225806451612,510945.69521248236
65180,0.9904139289590412,1036.5591397849462,391562.06736181787
85720,0.9423766829417406,1110.6989247311828,125647.14917242317
104324,0.9813983910797958,719.7849462365591,161631.49934398403
22350,0.9919157796528186,209.08602150537635,342983.1850945772
40839,0.9821332080207311,976.0752688172043,459975.9605766404
56316,0.9116204500717376,1729.8924731182797,227492.854802568
96955,0.9739575332983647,1517.3118279569892,56877.61770873531
78013,0.8620528070553193,267.4193548387097,13653.22831170438
37751,0.9889419250275873,1304.3548387096776,207863.48433686866
43210,0.9824260573259962,1114.9462365591398,20032.976104613444
28786,0.9840711238156655,1584.032258064516,57480.6804752046
97934,0.9599026990473779,1656.1827956989248,92712.8638998624
87950,0.8768524644116966,201.1290322580645,59407.479355916556
70240,0.9980424584120955,906.1290322580645,94318.74880701827
51197,0.9594493044244146,625.8064516129033,222967.12214386513
13530,0.9148277525457749,185.86021505376345,78643.04590301745
59060,0.9767180633815146,248.70967741935485,41902.10719870806
101156,0.9884295417502784,1683.9247311827958,133323.4732713066
89776,0.9815941775484405,1800.3225806451612,19676.015644305226
56094,0.9988193624557261,1608.0645161290322,211014.59631221916
43561,0.7005502632295593,62.634408602150536,22760.008490670592
8522,0.9787992017976023,27.365591397849464,18353.563138620913
65195,0.9202609398125834,672.4731182795699,117160.19887118685
27447,0.9894620313577241,985.1075268817204,99351.8672376314
69762,0.9948730106077747,1492.9032258064517,551370.8499303013
9226,0.9539729613467061,268.97849462365593,339396.9106555808
32259,0.9279024104534468,0.26881720430107525,15149.583484926308
84410,0.9976009210768533,1090.483870967742,132947.0259710036
109773,0.9991237101748299,1345.6451612903227,362133.5000429093
54365,0.9932400069212481,242.95698924731184,123267.39727308143
56742,0.9975932269546287,78.44086021505376,37590.48898750234
15942,0.9963192501627876,72.63440860215054,35714.81352639253
91964,0.997841926375878,1184.731182795699,623804.206471165
86283,0.9478217687934383,477.4193548387097,49683.15561738166
39128,0.9996482167452545,907.0430107526881,317048.3026939127
77689,0.9951287389515573,1381.3978494623657,247408.5594089535
26045,0.9747334808098587,536.6129032258065,355081.63809072913
63441,0.9955020276166522,1210.0,509971.7657853667
94552,0.998150334513971,360.752688172043,361179.41535036167
36070,0.9864257904118585,724.6236559139785,234054.46953890426
108384,0.9894489710224751,680.5376344086021,303897.411023849
23450,0.9444663746077553,644.9462365591398,489706.6321290514
68808,0.9822276093225831,1386.236559139785,94715.87952922763
111358,0.9772363715816372,1266.1290322580646,94011.10458064142
10464,0.9994242646124138,637.4731182795699,126311.93997986442
16374,0.9815085252226006,1106.505376344086,93927.58811005451
62940,0.9941348694487746,1269.516129032258,57969.167305166455
56146,0.8491493097816429,1033.0645161290322,112657.32763499026
94760,0.9059545496698402,604.1935483870968,113481.68428324934
84079,0.932914662778741,119.89247311827957,223643.20430948038
72276,0.7678765011446439,223.70967741935485,192847.69567292658
83608,0.994583863627499,1192.4193548387098,133107.72742010994
14943,0.9954983164164891,703.010752688172,235291.47708277687
106249,0.9955914018364067,72.04301075268818,35498.66315263744
39928,0.9989721812468543,867.3118279569893,352480.92051795777
78268,0.9393462704734994,1054.1397849462367,160146.5327835585
102212,0.95650704703666,500.0,50632.95834661978
68560,0.9856091467158294,1463.7096774193549,95137.12187064475
819,0.9862669683993887,1815.3763440860216,170834.6953616653
32847,0.9745583930514776,1100.967741935484,19861.876286232553
55445,0.9643724143276221,1391.1290322580646,129673.51541905093
38542,0.9908436494785039,1323.5483870967741,95457.19428477868
225,0.9632261283771403,901.3440860215054,126681.50868933609
12887,0.9918660752059174,378.5483870967742,489934.2551582557
36627,0.9677942022050764,550.752688172043,52197.5243619141
54675,0.9623213077843655,543.5483870967741,151656.5151850694
26963,0.9984206592351746,1379.6236559139786,210239.28303370147
72278,0.9549933417234772,581.3440860215054,51984.714728672254
94368,0.9910583945942246,943.6021505376344,57042.547299024125
36258,0.9217617959581689,1420.5913978494623,88839.08328011619
8061,0.9787110611928761,291.8279569892473,73175.09816063903
77832,0.9099245471977547,373.01075268817203,303707.1249204996
12918,0.9698370802289206,1389.3010752688172,314934.0711167765
36340,0.9630608244861767,707.2043010752689,262549.7734674344
43207,0.9910304305426795,859.9462365591398,93237.17741644848
34638,0.9460998896635224,332.63440860215053,160557.36473158555
104027,0.9388779283320982,990.2150537634409,54151.37124879938
10040,0.9471424445752071,583.5483870967741,250774.11315658863
86349,0.8979393133347956,1761.8817204301076,86615.25997326967
27843,0.9863481201042582,504.73118279569894,52328.39751354471
34157,0.9727338269118296,705.1075268817204,194880.17512433906
20753,0.9932898316372892,18.440860215053764,37312.406986561924
79461,0.9870072795309184,1325.483870967742,245059.46457081274
84657,0.935862061701552,1672.741935483871,54564.02636205403
94088,0.9102847081640799,1401.5591397849462,156992.01428060932
109592,0.9944495165717071,1121.774193548387,100596.38786057782
83745,0.9943654229368516,768.3870967741935,165063.78409536806
103030,0.9965205690950886,1293.0645161290322,95951.18008012489
342,0.9595381601915955,510.10752688172045,149339.46661666728
46712,0.9916334558184836,848.8709677419355,93185.42842818932
2764,0.9583590721280218,416.6666666666667,17429.54769250683
90500,0.9922943722943723,1097.3655913978496,206968.80062554768
84281,0.9866930987935773,1425.1612903225807,358244.800005991
16303,0.9894888374914607,53.225806451612904,17616.200156364164
100231,0.930654787952308,1599.247311827957,18717.44421816223
112580,0.9991908376974485,676.1290322580645,234914.892713563
21101,0.9655841863380301,518.2258064516129,84578.71141154239
69324,0.9529389988147781,1388.6559139784947,128114.22927015596
40908,0.8741937088741278,1011.5591397849463,83135.17971690626
39675,0.8553619602837567,516.6129032258065,16224.539415679814
27279,0.9938318417940655,859.516129032258,276973.89492569084
22413,0.913369809900507,163.1720430107527,32284.766355163305
21320,0.8506688797309738,419.247311827957,154276.07029969353
92416,0.9994849591582876,1195.268817204301,171576.7244105461
47728,0.9572049005845997,330.6989247311828,16333.098739376615
3929,0.9322877922079642,783.8172043010753,223232.30172943606
73161,0.9856402038150928,1510.967741935484,358393.2103341749
104328,0.9959469753990301,1470.752688172043,437854.46473366575
49836,0.9876122071092376,919.3010752688173,130120.66819718291
56478,0.9935376669760461,1119.3010752688172,95144.59975402347
87260,0.9455321473612661,1281.9354838709678,90953.337440424
33705,0.9925537300356281,11.881720430107528,11442.493950753918
40759,0.955192040119031,578.6559139784946,85386.06057666347
95176,0.984671568830555,1300.6989247311828,206940.20926571888
25999,0.9982028473436294,1560.0537634408602,325118.50239257154
41544,0.96945796686608,1799.1397849462367,56530.004493464
49445,0.9708183340630936,1012.9569892473119,237820.92162368147
73208,0.999678738838827,1011.0752688172043,207470.28689827578
109483,0.9452490757946415,1532.1505376344087,271601.66923482524
49360,0.9911921026085424,1830.8064516129032,133742.2525497032
13901,0.9175394503409909,1421.5591397849462,18544.704798814655
112848,0.9376970821161801,1520.8602150537636,95593.96122216362
50759,0.9931967498679116,1408.5483870967741,171440.63316798286
32064,0.9914690563401151,137.31182795698925,52409.24182988428
64717,0.9921700610600321,73.38709677419355,35805.687685597695
88986,0.9681483143664052,656.6129032258065,122874.97514051253
60374,0.9403518494828582,1586.8817204301076,18937.84879347294
54859,0.9883004548342955,611.8279569892474,647906.2470880856
57195,0.9934869380455236,41.29032258064516,33952.93193314757
21549,0.9255200236195781,1117.3118279569892,228025.00497381517
76678,0.9117646246489706,140.0,124681.56242183037
7843,0.8930154380251221,1532.3655913978496,120185.37966700624
14343,0.934567135536784,832.7956989247311,53220.89741902373
76756,0.9789448417562521,90.96774193548387,42790.15363195587
45747,0.9830086503473221,734.8387096774194,233648.71690018554
10733,0.994750763485628,1526.236559139785,209963.13560075924
19820,0.9809565596809589,766.9354838709678,377464.513838288
34981,0.9838827635714348,1184.0860215053763,20065.1754683495
111720,0.8654230902669245,1593.9247311827958,83416.54183620811
107586,0.9525648152236686,761.7204301075269,123220.52556475405
83948,0.8761516697805773,939.1397849462365,213349.6253620154
69192,0.9140773901045692,209.03225806451613,63035.81288903474
28059,0.9818171667089928,1245.215053763441,243201.20745649454
111866,0.9964373239975634,1203.494623655914,101101.91418936533
107949,0.9420049066304218,532.3118279569893,115392.14402369151
58377,0.9196232772745526,548.2795698924731,81401.01869117033
87451,0.5850675568273653,1729.4623655913979,100609.24576786901
10165,0.9611013085351398,1619.247311827957,129550.41864195705
2090,0.9939371909160637,1371.1827956989248,171447.79468197783
22549,0.989767167491635,1695.8602150537636,95654.01817803213
46837,0.9976372154883267,166.98924731182797,149812.02381735493
56794,0.8851318472295235,1049.8924731182797,51150.71189536062
28053,0.7915769649696976,1041.9354838709678,45617.4427863879
41238,0.9871895140694849,1249.784946236559,94942.48502500444
39180,0.9321201541734094,258.06451612903226,144480.5850048047
38432,0.9843043509216196,190.80645161290323,157849.7663648906
97611,0.979204816557549,822.0967741935484,199706.44207759397
57912,0.8956068636357642,835.2150537634409,281796.01138114743
33470,0.9046456823285184,1515.8602150537636,190782.00800101864
95936,0.9391432335416219,1231.2903225806451,19090.515177089437
91811,0.9994477700402498,18.333333333333332,31718.181008510594
54391,0.9714409618417553,664.3548387096774,262568.8884062322
31810,0.9468177695778482,631.6666666666666,287596.89794423146
94266,0.8867189074687853,1284.731182795699,51580.0881090622
68494,0.9895968368173854,1291.1290322580646,245479.9834478946
15127,0.9498710849977291,1106.6129032258066,233931.2708002313
69973,0.9792189118616869,290.2150537634409,44539.9900893817
84030,0.9866137478125111,1142.741935483871,57344.01787363618
112030,0.9760240983527232,562.741935483871,188801.6714343131
39943,0.9808050496974509,1156.0752688172042,242139.45819223355
75007,0.8914838027430902,390.5376344086022,73025.81490685057
85621,0.8560772917470806,1340.6989247311828,147385.82992231313
59603,0.9198706505122305,1279.1935483870968,53552.07391809567
92979,0.9117577372084965,793.010752688172,218578.19624005558
72364,0.9589939659258977,1534.3010752688172,165780.7148803763
85506,0.9674524637934998,1314.5698924731182,93156.16629764614
65466,0.9531449093710197,1036.1290322580646,233821.5434427337
105050,0.9423511837636551,1326.989247311828,90726.52454357174
108224,0.9955464703363863,1162.47311827957,208272.15732561646
14365,0.9922237954569544,748.9784946236559,55958.7839676803
29169,0.9550308605557705,1742.8494623655915,19141.41057410394
61114,0.7402640948082374,1163.1720430107528,378192.4852501943
108481,0.9885017222530537,1449.8924731182797,133073.4080988884
76861,0.9771563318776415,682.6344086021505,510889.25721198187
92120,0.9847285122468779,1239.4086021505377,281180.2604910832
49640,0.7419524820052101,314.89247311827955,123597.92990481871
41406,0.5857406903533383,957.741935483871,77025.5490770668
93444,0.9881232419907128,1508.7096774193549,133116.7650063238
83863,0.991610534750714,619.1935483870968,19441.15341222489
53935,0.9705641005304737,1835.4301075268818,93749.14971774678
43239,0.8614256596265737,213.2258064516129,56758.4204801774
16877,0.9452951802840204,1357.2043010752689,19180.4040840212
11767,0.972233691943594,36.505376344086024,73491.46173705367
5669,0.7800963285525996,1108.978494623656,103811.12662795196
70346,0.9255289860494786,392.2043010752688,135269.92332205438
70929,0.9854433916867327,858.6559139784946,56312.58987994857
10084,0.9715072963857807,494.19354838709677,51311.155509758166
29198,0.7743620899525065,787.4731182795699,100390.19281035106
59236,0.9574521172338073,704.7311827956989,191794.08937962598
58600,0.9897531692052239,1780.483870967742,247207.58819574345
99581,0.9812939883181643,1140.8602150537636,57025.21418455104
1618,0.9077579273042903,30.64516129032258,11181.317237078994
33185,0.9994923370411554,412.8494623655914,83141.0746336319
79838,0.9769751071184166,1051.0752688172042,98476.74762245204
23114,0.9757403874846308,965.0537634408603,383789.9834884295
106352,0.9924594300980043,1246.021505376344,95446.58221559026
65791,0.9921234366529648,1095.752688172043,169580.5446075195
11322,0.9883073506548794,716.989247311828,126948.00405811773
46952,0.952234936586424,527.2043010752689,88362.30528302194
101996,0.8384286247635995,497.90322580645164,72779.5410957802
77445,0.9673856227636136,17.580645161290324,19195.464929858023
1435,0.8137058381742966,1477.4193548387098,82728.54922839023
105599,0.9568929104372594,712.1505376344086,19047.357227004948
113130,0.9775470322988401,63.333333333333336,56971.71287446588
106031,0.9196180623784173,1013.1720430107528,466224.47855387273
100710,0.9953869271964852,422.15053763440864,148364.6845225608
82852,0.9575973654692129,1485.215053763441,165439.2884576063
101772,0.9907967317812726,55.913978494623656,18231.084414659595
74075,0.9711820869651007,391.7741935483871,204179.88099870138
95607,0.9381498714151199,1034.8387096774193,19064.562704998047
103573,0.6449925350130472,1578.3870967741937,37131.32170331422
21082,0.9987328514899653,299.83870967741933,134268.85048873725
9035,0.9752348098900476,781.7741935483871,126536.68543390882
30242,0.999638475108209,559.1397849462365,19309.224114248384
34155,0.994171940064884,1215.5913978494623,208404.33099112575
87081,0.9995239750690733,835.3763440860215,240995.14423722422
35850,0.9549846374235218,0.4838709677419355,20121.824082743708
11022,0.956590322769483,504.19354838709677,148521.8480635647
72535,0.9920248165614806,1761.0752688172042,209784.69387550442
89208,0.9559769967587217,716.3440860215054,19039.518935786386
28171,0.976446247793065,191.55913978494624,13466.963119341912
37793,0.9466317578302451,303.01075268817203,127716.33896781274
54530,0.9978019412196176,1625.1075268817206,96431.08790361471
52400,0.9868503747111719,1256.720430107527,132330.79129551575
14864,0.9804263712445317,1232.2043010752689,168494.60531112243
21426,0.962753709607909,265.80645161290323,42388.42399260844
15549,0.9891892338598531,318.7096774193548,284643.6699496382
114020,0.996495050311632,363.27956989247315,142527.74669896616
59359,0.9766359916189057,1270.1075268817206,242099.7083959178
108096,0.9946257066706752,1837.9032258064517,96118.20796185266
31806,0.9711785352132275,1824.0860215053763,93812.52909751772
18984,0.9624921317793902,498.27956989247315,214510.74902918196
99227,0.99738150283169,339.3010752688172,200985.90797472297
113397,0.9608659997429375,1761.236559139785,129585.92367830263
34459,0.9934571068718914,1596.021505376344,209849.35064418035
35502,0.9577093619408553,974.6774193548388,126706.93805969594
65274,0.9863628230897468,1639.0860215053763,547742.3609196985
3372,0.9926182691773748,1822.0967741935485,247974.11436774832
46782,0.9815394618533254,95.86021505376344,74723.00203291522
100532,0.9719711817567763,654.3010752688172,227421.12225398474
31711,0.9572301615657774,1205.1075268817206,97081.32865260376
1472,0.9348581573601022,1259.4086021505377,125302.01591921606
67243,0.8182594622701711,1486.4516129032259,203557.17736682377
99298,0.8687984244122754,664.3010752688172,48195.87321983581
21623,0.980923745104624,678.2258064516129,160286.00209788192
70580,0.955917667886926,162.74193548387098,76912.80726709876
51685,0.9252442758879449,430.5913978494624,260190.8711974238
97279,0.9365988092056848,1190.1075268817206,54451.39326468708
3923,0.9954412089741606,780.5376344086021,165533.57164336945
72174,0.9966864668386691,192.25806451612902,258174.78966894475
85141,0.9799567047220766,550.0537634408603,664502.4080920969
77891,0.9872867515560332,1655.0,133150.27424292683
45035,0.9434499819694357,1144.516129032258,410724.31675498746
39971,0.5084746312035044,705.1612903225806,156585.35297029026
71087,0.9959670459370642,312.2043010752688,46466.865395475375
58485,0.9847454215463175,686.7741935483871,373653.3913130588
79949,0.9961382952420613,395.752688172043,81939.5420974002
8325,0.9840412114095878,1077.9032258064517,833921.5535940886
48183,0.9219896876622873,1694.516129032258,88987.6714834592
82600,0.93764087070613,1635.967741935484,126360.00335083561
97317,0.9736579146502337,777.0430107526881,232947.12443571715
1650,0.9690745123699459,880.1075268817204,91335.94488374368
50279,0.9314674288984649,438.2258064516129,293829.19039284
48750,0.9904576282554322,476.1290322580645,118581.00595182275
78106,0.9796175629218423,886.236559139785,164943.83295971836
94531,0.909383312064938,1407.0430107526881,52993.89508408531
53908,0.9765215581413473,502.68817204301075,417594.54239808774
36273,0.6804857047844758,1422.2043010752689,117042.06638474987
74135,0.9865459935287554,440.9139784946237,50805.27224480995
76005,0.9981707393974657,661.2903225806451,198233.15706578188
5711,0.9906168633023125,776.1290322580645,92261.484966301
11878,0.9888525348514728,5.376344086021505,8148.346620488021
51009,0.9224801217543271,742.4193548387096,51922.22461964979
5175,0.87400493065051,650.9139784946236,17168.86398961238
105051,0.9839685112291491,1811.989247311828,283465.4264946963
11524,0.9548598026547512,265.4301075268817,472517.1115032839
27918,0.9239927255657386,124.40860215053763,46188.55424881291
84403,0.562820332875997,1756.3978494623657,53634.75996013868
5311,0.9956457191833236,1740.215053763441,401038.98620547756
77480,0.99686474743167,921.2903225806451,57287.30788327751
15679,0.9469676229012045,252.95698924731184,171812.86521518443
99384,0.9964223639059678,752.6344086021505,92489.87899412964
100597,0.9970672419104736,628.9784946236559,90367.37205736546
49087,0.9964106914902265,182.4731182795699,61086.00534850833
30576,0.9335498889890825,834.8387096774194,53173.603372577614
47909,0.9299925566140516,856.5591397849463,87411.06044153031
79287,0.6896404885498937,324.0860215053763,74218.90640470551
26782,0.9696651447499132,299.3010752688172,273080.92004167347
72780,0.9890497877203972,61.29032258064516,56400.902489043016
113975,0.9680313861764965,1724.784946236559,167593.04645859599
66398,0.8669542929329238,1825.5376344086021,116749.64832811405
111654,0.9758785297848218,1515.268817204301,94225.0982566994
109261,0.9949531030896872,881.236559139785,204280.34340347027
3860,0.8790794263118257,1421.505376344086,17707.819802027512
102192,0.9931639524776039,1226.0752688172042,20260.38981245135
9399,0.975855621104825,392.4193548387097,205257.12015082242
51265,0.9940462798631006,1211.4516129032259,170734.30813975434
109826,0.9910149180683439,1359.5698924731182,133217.21533131084
18220,0.9829901265302059,993.5483870967743,130249.29310738221
96717,0.9968875939996296,975.8602150537635,94724.59158821203
74316,0.9965407317725062,1442.2043010752689,96186.35867759907
69527,0.8052168697727956,678.2795698924731,131454.89949121498
