ID,Approved
APPZ50341417522,0.039696276
APPR80177874725,0.0012861645
APPB20122379316,0.0020663913
APPI80845951026,0.0011709622
APPO40920642031,0.0013140517
APPZ40404708906,0.07480625
APPX60657492302,0.028204553
APPL40152874515,0.02493989
APPF90160961702,0.004121263
APPE70696484031,0.0042009293
APPM70407819023,0.006704066
APPJ70761037338,0.007936075
APPG80462793629,0.0040310877
APPQ60353689039,0.0715883
APPU30112308844,0.0005518784
APPE30380034217,0.0010062036
APPA40898558619,0.0011454594
APPN90393186326,0.0021366593
APPL70956008731,0.000722753
APPX50097477929,0.0843052
APPX20032887527,0.0009735438
APPI60769231014,0.09302292
APPN60587297333,0.016430026
APPR60096304519,0.0023711065
APPI90034143642,0.0011573172
APPN20376609519,0.0015160801
APPW10967633616,0.017914265
APPE90411083248,0.0034425193
APPY30057241848,0.0007189151
APPB70311316548,0.0057424004
APPH50610935929,0.008521956
APPR60022306914,0.008028922
APPH30681877329,0.42303905
APPO10594039046,0.003802608
APPO30307389018,0.0020891041
APPH20743446709,0.0073571526
APPB50222586506,0.011401617
APPO20365577034,0.02011358
APPA30994038646,0.0009808751
APPM20322673405,0.0027270424
APPH70246928944,0.0019835106
APPE20123879823,0.0011377594
APPG50985759248,0.0010312707
APPT30828658329,0.0013127964
APPE10329049646,0.001807789
APPY90897109228,0.0010089326
APPT50309854541,0.016348684
APPZ80252277701,0.004393089
APPU20972346016,0.0019807525
APPH60978825728,0.016004806
APPE10499752424,0.00053630193
APPQ60230046842,0.007451698
APPI20674951226,0.0009994821
APPW60879932016,0.0055470727
APPA70844169801,0.0014417382
APPN90120474746,0.025877086
APPM60702278043,0.000852537
APPF90888057729,0.014744892
APPO60905674034,0.005608542
APPY60787135202,0.0023054762
APPO60927636804,0.025034452
APPQ50874592435,0.0660336
APPZ20625734523,0.0009973595
APPY80043412034,0.0010011108
APPA80396689406,0.06747123
APPF20173783742,0.00089833606
APPJ50548784943,0.00078678306
APPN40117302726,0.018373271
APPS20924444028,0.049154796
APPY50903324617,0.00025401468
APPQ60415477022,0.019413257
APPA50049697248,0.021423036
APPB80765423143,0.2784173
APPN50058981148,0.019985568
APPM10540508616,0.0019646306
APPJ80411548101,0.0012131614
APPF30444553904,0.0043958034
APPX90578738327,0.5120351
APPD90027104126,0.00042858167
APPL70556803508,0.0025694806
APPR40717757121,0.012798336
APPX50492911312,0.019200308
APPF80725806704,0.0029753014
APPQ30714543832,0.00088750257
APPY40303318044,0.0018465847
APPT50137601927,0.000791942
APPP30135133915,0.00045983706
APPJ60581185736,0.0129264165
APPP40873505519,0.007510844
APPS80339669247,0.0062677283
APPL20892819528,0.0071413964
APPZ60218004313,0.00040448073
APPD70804476109,0.016061256
APPN80501129723,0.0016592977
APPH20369525936,0.001497287
APPN50797162305,0.0053994865
APPQ50646894429,0.0023954464
APPF10939992342,0.0070984038
APPG40802379248,0.001579164
APPR70167099306,0.0010769736
APPV60835233501,0.00063108106
APPN30330558525,0.0028392503
APPE90413466621,0.058287933
APPD40867825318,0.01936324
APPN10005505723,0.0028957755
APPG80463616646,0.006192647
APPX50703181705,0.0004852835
APPP70006128114,0.0084166415
APPN30154855719,0.0026953726
APPT10558499301,0.0040507754
APPQ60609312619,0.008538024
APPH70627648528,0.024420545
APPW70103804206,0.0054935715
APPW10688116227,0.0020058765
APPX60728459334,0.023792204
APPG70635903249,0.047755353
APPG30972247214,0.0008318785
APPM70329526228,0.0045014923
APPM80127057846,0.01555099
APPV50609516731,0.0003654475
APPY40560928808,0.0011748967
APPW40867291418,0.0012070909
APPD10434883533,0.0010965065
APPD90178749137,0.012442356
APPP50291263544,0.08637522
APPQ20748093007,0.0015737856
APPX10814393924,0.0006334622
APPA40785158441,0.0016356924
APPZ80931055529,0.0077224937
APPB60056214141,0.0016004187
APPI60083846025,0.018758982
APPH10026054937,0.001615465
APPT50652224524,0.056759223
APPV10898424115,0.060669664
APPT90286956945,0.04240074
APPX40536998103,0.0017223606
APPF50403126112,0.017424032
APPE60932284814,0.013932239
APPO80613744012,0.0071132104
APPM20654687248,0.0039131227
APPT60118534323,0.035728205
APPZ60622129701,0.00347186
APPO40883736025,0.012451718
APPF80053883336,0.0049576657
APPR80737142329,0.0060974583
APPL50874189341,0.09916715
APPQ10663966026,0.0018776719
APPR70194633733,0.0047207344
APPO80072409035,0.0007293737
APPH30403706325,0.0019501213
APPY50134982006,0.0011633525
APPG10753837616,0.0012264976
APPO60824258639,0.001417599
APPF80562282347,0.0007322758
APPA40212724628,0.008735052
APPU80400802214,0.01015096
APPC90528514822,0.0042320476
APPA50892814007,0.0009424678
APPI80722124022,0.06853877
APPT30286722307,0.0013097255
APPX20845298713,0.010794807
APPP20950241333,0.020206766
APPX50397763923,0.0018465626
APPK70704396033,0.030196114
APPW70771844045,0.0037085635
APPC70836084413,0.0040623555
APPE40658183014,0.0029802378
APPU20022435421,0.0040006964
APPL60830077319,0.001482018
APPX20641993524,0.0021568092
APPL80305982913,0.0046032863
APPA50620399007,0.00026265468
APPL30578772103,0.0128920805
APPD60957399708,0.07901602
APPW50496323803,0.0072407387
APPN80820975304,0.002866571
APPC70588078203,0.0010854045
APPE50963301438,0.002341482
APPW10054294804,0.0016681269
APPU90609974416,0.0015227724
APPW10744084017,0.013434181
APPL90197222716,0.03693488
APPO50365219425,0.0016269294
APPU30700539403,0.016210033
APPN80469426121,0.0039989217
APPR50343243111,0.013725024
APPZ50912699146,0.012153208
APPP10702918925,0.0015992572
APPP20135918503,0.020287253
APPO60103791631,0.0013123245
APPG70917505643,0.00057719595
APPM60566141419,0.0009395808
APPC90450376405,0.0106423395
APPF70969996335,0.01897725
APPI10492837617,0.0007195731
APPP40849743945,0.040279157
APPT90980498131,0.043717965
APPB10502955712,0.0048316475
APPB70939734146,0.0009355449
APPS70866155026,0.0037956727
APPW70997031615,0.0010311774
APPY60140179031,0.004153681
APPA50268157241,0.06457321
APPV80784331905,0.0015981414
APPQ40511229637,0.0013479976
APPA10791932843,0.003539105
APPT60100094904,0.09033958
APPK20687031238,0.00048550047
APPT60349423308,0.006901024
APPL40333364925,0.0026101114
APPX30197193716,0.0034039
APPD80858483136,0.08836511
APPR80213536116,0.023414578
APPX80959358317,0.017036084
APPG90880841024,0.0015013702
APPN50245719515,0.00052357605
APPP80369461114,0.004271823
APPA70941909236,0.0762976
APPA60276395241,0.018432593
APPE10944395836,0.0036526048
APPX60195391347,0.0011922927
APPX10909383303,0.00072586193
APPE20264601829,0.0015875938
APPZ80350903531,0.011731944
APPS30312772834,0.0459208
APPV50904058143,0.0007924768
APPP60313358927,0.0036495156
APPJ30461647531,0.0019004769
APPQ80148794226,0.0023851627
APPD30354705121,0.0008872586
APPS30346432647,0.006202368
APPW80559787614,0.004324261
APPU20943045239,0.0015896064
APPY70268674611,0.006511456
APPL20681207742,0.00044022108
APPD10865677304,0.0012886439
APPV80338906733,0.0026360117
APPU10248459003,0.003707195
APPW20644412638,0.008260419
APPP20544483929,0.008265357
APPD90972543536,0.015454844
APPT60825255933,0.0012979858
APPV70928547139,0.0010431698
APPO80542393002,0.0050491784
APPB10742339504,0.0011392448
APPZ20029354319,0.00083773426
APPW60132515813,0.015975507
APPG80803502021,0.0019414666
APPZ60534741124,0.0113112265
APPU10862656042,0.013328534
APPQ40266029039,0.0021861515
APPU50851628003,0.053693086
APPC80766772213,0.00031701426
APPF40376356108,0.012363023
APPJ30568306116,0.010372625
APPX90367924133,0.01761801
APPH50635238138,0.00078341307
APPB30130271135,0.00041357838
APPB40376345737,0.018968198
APPC90530717016,0.0012978436
APPK20388978405,0.0016881251
APPZ90000625536,0.0046004076
APPG60278511235,0.010367437
APPC20304458615,0.00085317943
APPS20009239236,0.100825176
APPH20203189746,0.002751559
APPN70251715926,0.001674004
APPN70039596531,0.010017547
APPS50438866405,0.0019082542
APPL80261656309,0.0014425245
APPJ50666354723,0.0013882192
APPW40559646418,0.0065923505
APPW10580509238,0.0017505983
APPF80444292312,0.0024201344
APPI10335574829,0.010347823
APPY80932065637,0.03693588
APPM90342125645,0.008653549
APPT60240673313,0.0013505657
APPE10080799634,0.40010455
APPF90931093123,0.003465101
APPI80199172226,0.04704181
APPZ30994852514,0.03210728
APPK40627517031,0.0038442507
APPR10725816917,0.0037588193
APPC20214135605,0.013362583
APPQ10075988834,0.012718188
APPB70003798347,0.0022635907
APPN50275795942,0.0014139889
APPS10165126241,0.0014189611
APPM50429343012,0.0036450012
APPZ40995807346,0.0018177667
APPO70533282448,0.0012664354
APPW60062575003,0.024170896
APPG90532844826,0.0030103622
APPA20813025644,0.0037600517
APPY30545268437,0.046775427
APPU60492088836,0.019473853
APPQ40419281204,0.013807417
APPK40787282247,0.011633049
APPV20595327309,0.0015320743
APPA50310307021,0.001203831
APPM50504923818,0.001697914
APPM30826159837,0.0035025314
APPE10088341609,0.0012165316
APPF90810893111,0.00038372836
APPF60378132348,0.014155255
APPX20980749334,0.0040712883
APPI50637264202,0.013407658
APPQ20001011441,0.0010427907
APPX70754131733,0.009648449
APPS10457251235,0.0033915637
APPA60167559424,0.004172788
APPS30946031023,0.0085071875
APPL60230137713,0.0016521951
APPW90912039626,0.009264866
APPK50022455236,0.0027869986
APPL90293771914,0.012529808
APPQ20074565833,0.0047889133
APPE50478328215,0.0022716227
APPA30678622245,0.009041455
APPC40940591213,0.005671712
APPB70835218945,0.0018495462
APPX20358156536,0.0008517668
APPE30826665032,0.001418439
APPR80088521732,0.16725722
APPP20526968332,0.008564936
APPQ40720875401,0.011790065
APPN70203414508,0.0029949197
APPY60909828633,0.0321126
APPY10546304807,0.00038988178
APPY10227169438,0.0011126678
APPQ90043014208,0.006706182
APPO10363839236,0.0049073985
APPQ10129806838,0.0032903103
APPF90441418514,0.0014010004
APPB40291326509,0.012673677
APPY10915321415,0.00033769858
APPI60267178203,0.013595905
APPX60449831304,0.00053387776
APPF50037929916,0.010301317
APPS10609675644,0.0028036027
APPU90463538617,0.0060041873
APPB70354267131,0.0002642774
APPW50536701008,0.0012130898
APPI60786392846,0.0039357287
APPW60440908247,0.004026899
APPA50246629846,0.020310951
APPO90457142208,0.003028749
APPV60857664318,0.00062245684
APPG70438067631,0.0008957552
APPQ40691647237,0.2802731
APPJ50505778508,0.015144129
APPR40698789112,0.0009473934
APPK40925779846,0.001014369
APPT20983443519,0.0022142376
APPA50468008426,0.46085343
APPZ30040589339,0.0009364711
APPF60994711903,0.0008420303
APPG70089323419,0.0007536864
APPL40065336122,0.0060676476
APPZ30029986505,0.041958895
APPK30226255837,0.005224401
APPC30588569243,0.1719754
APPZ50207101738,0.0005534387
APPZ40711387709,0.0036308302
APPK20690477031,0.008991104
APPR50213327508,0.009056496
APPG70701316816,0.002210102
APPJ80366585133,0.005203611
APPV20740079931,0.0048685907
APPM40628019624,0.0019280033
APPB90500948124,0.00066572166
APPU10487914612,0.0056863814
APPD10968274135,0.0016890084
APPP30760367535,0.0003787352
APPV40604074338,0.00060795166
APPC80333867017,0.0018991025
APPV20665987541,0.0010344569
APPA70450992217,0.0012178493
APPO10686177049,0.04344296
APPF30497812325,0.00847232
APPX40536673309,0.032168914
APPY10581444238,0.0069591505
APPN20802346342,0.0011890087
APPG40832538004,0.001107654
APPW60968935839,0.005475526
APPC90205985613,0.004306972
APPG40032806839,0.009809122
APPA20575484005,0.0021073862
APPZ20969374716,0.001327722
APPX90033069525,0.00044189
APPB40000239929,0.007211727
APPU80516665045,0.039272953
APPE50573894003,0.0018683936
APPX80813784305,0.0015127013
APPC40074048231,0.040086433
APPO50532333805,0.06173254
APPS10302941431,0.009629035
APPP50785456916,0.0016713493
APPC20397211025,0.005066032
APPO40613575009,0.0048013036
APPP80589365519,0.0015477004
APPY70616829828,0.0027681736
APPL20803393723,0.0007172573
APPK80356339048,0.17792965
APPH60832019115,0.022082444
APPA50447175034,0.016662423
APPN30905906912,0.0047790967
APPQ30897589637,0.18057038
APPK40949346408,0.02236315
APPE10049746447,0.009611086
APPX50931924934,0.0015321829
APPN40038241536,0.0006375876
APPJ90146576715,0.0014345646
APPW10731066845,0.0097440425
APPX70188749346,0.034930643
APPN50158405338,0.0011871454
APPZ50555521728,0.004992208
APPV70873708345,0.023149118
APPF50733119945,0.018386455
APPF60088707911,0.01424733
APPY80538671412,0.00048177943
APPP80465575528,0.0085206395
APPH70305327927,0.013551124
APPE40227562227,0.031926345
APPX20704656131,0.009629182
APPF10576827528,0.0016925435
APPH90904254707,0.000553953
APPO60451891432,0.0015245635
APPA70328144814,0.050774496
APPI90259185209,0.001223771
APPO50186854415,0.0043454776
APPO60249158806,0.03582262
APPR40114499308,0.0065632607
APPU90912064833,0.0020596725
APPM40044995449,0.029417617
APPJ80889689303,0.02009469
APPD40261287329,0.04068658
APPX40140715111,0.0016608473
APPD60798335335,0.008322541
APPC50196285207,0.0096890535
APPV60464456906,0.01482682
APPA80122241413,0.0052990564
APPP40340302712,0.004463481
APPR20744493117,0.0033961975
APPR70850301515,0.05376911
APPL10466423112,0.0026767396
APPG50813834242,0.03014288
APPO80279932249,0.0017240454
APPX20374489549,0.0069281613
APPB70498124121,0.0013578126
APPI30793614235,0.008315106
APPI50094887818,0.0031888676
APPM10824124805,0.0007780126
APPA10376461205,0.0015244017
APPT90907879135,0.002264876
APPM50228194406,0.0005334251
APPS10344569006,0.036052387
APPD90671111921,0.06666825
APPO50357941637,0.007409899
APPC50776546609,0.0016270286
APPV90548727701,0.00083578523
APPC60247192033,0.01756419
APPA80880632246,0.035271525
APPO30624492036,0.00063276774
APPQ50527588814,0.009124607
APPA80249708612,0.12191742
APPI20001759447,0.56082195
APPK10438369014,0.0016126843
APPE60441411601,0.0022151193
APPO30561328431,0.03082067
APPA80170866645,0.0022696469
APPI80672234022,0.0011362117
APPF10241999704,0.0140852975
APPA10182753029,0.057530787
APPT80669186532,0.0031553335
APPS70827546626,0.0024814056
APPE40628789612,0.009853517
APPF70020888114,0.008150658
APPI20324608817,0.006114546
APPG40220187448,0.013426574
APPW20279058443,0.00171023
APPP50098147124,0.0007176809
APPA50308633843,0.025842462
APPH90870618723,0.006492193
APPM50168455623,0.0033216004
APPY10578452436,0.034317795
APPF10037775326,0.026510525
APPG30777953639,0.0004548255
APPU90427284847,0.0011376484
APPX30374805313,0.001353354
APPB60371755715,0.029897554
APPZ80666032135,0.0022422823
APPH30127417501,0.00676885
APPC90460901412,0.002964469
APPJ90866174306,0.00038102086
APPD50012343528,0.0015428639
APPX80612572501,0.01295108
APPY10144722633,0.00087353407
APPR40248238328,0.0013455355
APPB50677837731,0.00068519125
APPB20748327321,0.054367404
APPT90531986944,0.0029433835
APPZ70268239711,0.08409038
APPK30008979628,0.028835986
APPG50797712602,0.0046471274
APPY40266961437,0.0026634943
APPM10708564847,0.106297895
APPE90478943613,0.011192154
APPE30657396825,0.0073188976
APPJ40753096342,0.0014047058
APPX20682523924,0.014036842
APPQ90993717627,0.0061802487
APPS10513082601,0.0025287769
APPW40416957032,0.003019689
APPD20006227943,0.00074143696
APPW30387189215,0.047380634
APPC30811897212,0.0074804076
APPW30990703224,0.0020680567
APPS40130922026,0.005328777
APPT70358528533,0.048996627
APPL80033178915,0.009550401
APPC40037844624,0.0033016878
APPS80143218649,0.113388926
APPG60587443246,0.0011577526
APPZ60070541747,0.002140464
APPT70891116331,0.00055991556
APPI10320461814,0.006736079
APPR30164768514,0.0026035456
APPY30261183829,0.016395096
APPL80314639515,0.0030403838
APPW40395133206,0.0011099735
APPU70110712216,0.060399435
APPT80221664934,0.01796557
APPZ50033253311,0.104797415
APPU90620349003,0.0023937125
APPG60458166249,0.0010503498
APPY90634484631,0.0012128697
APPO20895733821,0.0046046018
APPI30688345435,0.08075083
APPM40653178205,0.0017085903
APPP10538696931,0.002950846
APPQ40312532219,0.003961224
APPF30209988536,0.0006050645
APPK70315323406,0.010769053
APPJ50522465325,0.021779088
APPQ70098101448,0.0009890227
APPN40125447505,0.020497728
APPX70449517945,0.0486153
APPV50810967119,0.06812711
APPI10940216006,0.0022634258
APPX10952033529,0.003017948
APPM20299003442,0.0008415775
APPY20129086209,0.00736841
APPN30852157925,0.0014929218
APPK50552925803,0.0006915794
APPV80184316337,0.0064367605
APPL20069558515,0.016406903
APPC30727113212,0.0038528224
APPE60993614404,0.012661975
APPN70012683119,0.0019238036
APPG40640182639,0.0025833678
APPK40965744207,0.00354266
APPH20703535311,0.012339261
APPN40701248133,0.013758138
APPX30496383345,0.0103483405
APPJ10742898115,0.00076403865
APPZ50498844528,0.0007264844
APPZ60114532305,0.0011148497
APPE70036373008,0.04504462
APPD40602086925,0.0024480869
APPF50701286919,0.011439738
APPI80623323647,0.00763768
APPA60023415234,0.0006011775
APPT50021098503,0.036330905
APPV60212543101,0.14171402
